state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Manipur,Kamjong,Suspected Typhoid,27.0,0.0,01/12/2 025,01/12/2025,Under Surveillance,"Cases of fever with cough werereported from the Eklavya Model Residential School, Village Riha Sub-District Phungyar, District Kamjong. District RRT investigated the outbreak. 14 samples were tested for typhoid, scrub typhus, dengue and malaria. Of which, 7 samples testedpositive for S. typhi by Widal test. The suspected source was throughthe water supply. Chlorination ofwater sources was done. Overheadtanks were cleaned. Communityawareness and health educationgiven by the peripheral team onsafe drinking water and foodhabits, hygiene and sanitation."
Mizoram,Aizawl,Chickenpox,12.0,0.0,05/12/2 025,06/12/2025,Under Surveillance,"Cases of fever with rash andblisters were reported from Village Phulpui, Sub-District Aibawk, District Aizawl. District RRT investigated the outbreak. The affected age group was 2-10 years. 12 blood samples weretested at Department of Microbiology, Zoram Medical College, Falkawn. 8 samplestested positive for Chickenpox (Varicella) by IgM ELISA. Thepatients were not vaccinated for Chickenpox. Communityawareness and health educationgiven by the peripheral team onspread of infection, isolation ofcases, immunization, hygiene andsanitation."
Nagaland,Tuensang,Malaria,15.0,0.0,29/11/2 025,02/12/2025,Under Control,"Cases of fever with chills werereported from Sub-District Tuensang Sadar, District Tuensang. District RRT investigated the outbreak. 56 samples were tested at Tuensang District Hospital. 15 samplestested positive for Malaria (P. vivax) by RDT and microscopy. The affected age group was 8-82 years. Fogging operations wereconducted. Communityawareness and health educationgiven by the peripheral team onvector control measures, hygieneand sanitation."
Odisha,Koraput,Acute Diarrhoeal Disease,35.0,0.0,01/12/2 025,02/12/2025,Under Control,"Cases presenting with abdominalpain, vomiting and nausea werereported from Village Ramagiri, Sub-District Boipariguda, District Koraput. District RRT investigated the outbreak. Caseswere students aged 5-14 yearswho had consumed dinner at theirhostel. They were treated at CHC Boipariguda. ORS, Halazone andzinc were given. 3 water sampleswere tested at DPHL Koraputwhich showed negative results for H2S and OT<0.01 PPM. Community awareness and healtheducation given by the peripheralteam on safe drinking water andfood habits, hygiene andsanitation."
Tamil Nadu,Erode,Chickenpox,11.0,0.0,05/12/2 025,06/12/2025,Under Surveillance,"Cases of fever with rash werereported from Govt. Model School, Sub-District Perundurai, District Erode. District RRT investigated the outbreak. Theaffected age group was 16-18 years. 6 blood samples were testedat Kings Institute, Guindy, Chennai. 1 sample tested positivefor Varicella zoster (IgM ELISA). Community awareness and healtheducation given by the peripheralteam on isolation of cases, spreadof infection, immunisation, hygiene and sanitation."
Tamil Nadu,Krishnagiri,Chickenpox,6.0,0.0,03/12/2 025,03/12/2025,Under Surveillance,"Cases of fever with rash werereported from Village Boomboo Mattukarank Kottai, Sub-District Krishnagiri, District Krishnagiri. District RRT investigated theoutbreak. The affected age groupwas 5-40 years. The cases weretreated symptomatically. Vitamin A supplementation was done. Community awareness and healtheducation given by the peripheralteam on isolation of cases, spreadof infection, immunization, hygiene and sanitation."
Tamil Nadu,Salem,Acute Diarrhoeal Disease,98.0,0.0,05/12/2 025,05/12/2025,Under Control,"Cases of abdominal pain andvomiting were reported from Village Veerapandi, Sub-District Salem South, District Salem. District RRT investigated theoutbreak. Cases were treated athealth facilities. 12 water samples, 5 blood samples, 5 stool samples, and 4 vomitus samples werecollected and tested at the DPHL Mettur, GMKMCH, and Regional Water Lab. Investigationsincluded stool, vomitus, and bloodculture and sensitivity, hangingdrop preparation, and serologicaltests. Coliform bacteria weredetected in 8 water samples. Allremaining samples showed nopositive findings. Overhead tankswere cleaned. Chlorination ofwater sources was done. Community awareness and healtheducation given by the peripheralteam on safe drinking water andfood habits, hygiene andsanitation."
Tamil Nadu Name of State-UT,Tirupathur Name of District,Chickenpox Disease-Illness,5.0,0.0,03/12/2 025 Date of Outbreak,04/12/2025 Current Status,Under Control,"Cases of fever with rash werereported from SODEWS Hostel, Village Mullai, Sub-District Vaniyambadi, District Tirupathur. District RRT investigated theoutbreak. Active search for fevercases was done. Cases weretreated symptomatically. Caseswere in the age group 6-15 years. 3 throat swab samples and 3 blood (serum) samples were tested at King Institute, Chennai. Investigations included IgM PCR testing - VZV PCR (Skin lesionsor scabs) All 3 serum samples and 1 throat swab sample werepositive for Varicella zoster virus. Cases were advised to take ORS and remain hydrated. Communityawareness and health educationgiven by the peripheral team onisolation of cases, hygienemaintenance and proper nutrition."
Andhra Pradesh,Guntur,Suspected Food Poisoning (Klebsiella),24.0,0.0,26/11/2025,Under Surveillance,reported District RRT ( wone sample. team onsanitation.,"Cases of loose motion and vomiting werefrom Punnur urban area, Sub-Ponnur, District Guntur. Districtinvestigated the outbreak. House to house survey was done. Peopledeveloped symptoms after consuming foodidli, vada, pulihora) in a religious event. Cases were treated at UPHC Indira nagar. The affected age group was 19-74 years. 1 stool sample was tested at Guntur Medical College which isolated Klebsiella species. 3 ater samples were tested at IPM laboratory, Guntur. Coliform bacteria were detected in Community awareness andhealth education given by the peripheralsafe food habits, hygiene and"
Chhattisgarh,Bilaspur,Measles,7.0,0.0,25/11/2025,Under Surveillance,"Village: District Bilaspur. group was Jabalpur, Measlesvillage. education givenisolation of casesproper nutrition","Cases of fever with rash were reported from Budhikha, Sub-District: Masturi, District RRT investigatedthe outbreak. Active search for fever caseswas done in the affected area. Cases weretreated symptomatically. The affected age 2-12 years. Out of 5 bloodsamples collected and sent to NIRTH Lab, of which 3 tested positive forvirus (IgM ELISA). Vitamin A solution was given to cases. An immediatevaccination campaign was launched in the Community awareness and healthby the peripheral team on , hygiene maintenance and ."
Kerala,Ernakulam,Mumps,14.0,0.0,03/11/2025,Under Surveillance,School Sub-Districtyears. cases. isolation,"Cases of general weakness, fever and parotidgland swelling were reported from Govt. LP Kozhippilly, Village Varappetty, Kothamangalam, District Ernakulam. District RRT investigated theoutbreak. The affected age group was 4-10 The cases were treatedsymptomatically. MR Vaccine was given to Community awareness and healtheducation given by the peripheral team onof cases, spread of infection, immunization, hygiene and sanitation."
Nagaland,Mon,Malaria,22.0,0.0,05/11/2025,Under Surveillance,District Mon. Malaria ( Hospital. education given by tvectorsanitation.,"Cases of fever with bodyache were reportedfrom Mon Sardar, Sub-District Mon Sadar, 80 blood samples were testedfor Malaria. 22 samples tested positive for P. vivax) by RDT and microscopy. The samples were tested at Mon District District RRT investigated theoutbreak. Community awareness and healthhe peripheral team oncontrol measures, hygiene and"
Sikkim,Soreng,Chickenpox,40.0,0.0,18/11/2025,Under Control,"Sora School Hostel, Sub-Districtstudents Chickenpox. givencases","Cases of fever with rash were reported from Village Rinchenpong, /District Soreng. District RRT investigated the outbreak. Active search forfever cases was done in the affected area. Out of 86 students residing in the hostel, 40 were clinically diagnosed with All cases were treated. Community awareness and health educationby the peripheral team on isolation of , hygiene and sanitation."
Uttar Pradesh,Auraiya,Dengue,31.0,0.0,21/11/2025,Under Surveillance,Cases offrom Village District Phaphund. tested negative for Typhoid (RDT samples collectedfor Dengueactivitiesaffectedgiven bycontrol mea,"fever with fatigue were reported Turkipur Phaphund, Sub-Mal, District Auraiya. District RRT investigated the outbreak.House to housesurvey was done. Cases were treated at PHC All 25 blood samples collected, Dengue, Malaria and ). Further, out of 11 serum , 1 sample tested positive (IgM ELISA). Anti-larvaland fogging was done in thearea. panchayatiraj department. Community awareness and health educationthe peripheral team on vectorsures, hygiene and sanitation."
West Bengalth,Jalpaiguri,"Malaria COVID March, 2020. The States have been reporting the COVID",30.0,0.0,17/11/2025 19 cases and deaths on a real,Under Surveillance -https:--www.mohfw.gov.in-,Cases of Village Districttreated with Anti 401 blood 13.11.2025 and 165 peripheral,"fever with chills were reported from Manabari and Pathorjhora, Sub-Mal, District Jalpaiguri. District RRT investigated the outbreak. House tohouse fever survey was done. Cases were -malarial medicines. Out ofsamples collected fromto 13.12.2025 and sent to Oodlabari RH ((236 RDK done at SC/HWC BS sent to Oodlabari RH), 30 samples tested positive for Malaria. Foggingwas done in the affected area. Communityawareness and health education given by theteam on vector control measures, hygiene and sanitation. time basis and the same was being updated on the website of"
Andhra Pradesh,Guntur,Food Poisoning,102.0,0.0,05-12-2025,09-12-2025,Under Surveillance,"Cases of loose motion, vomiting andabdominal pain were reported from e VIT-A.P. University Amaravathi, Sub-District Thulluru, District Guntur. District RRT investigated theoutbreak. Cases fell ill afterconsuming food (Andhra stylechicken and water melon juice) at acommunity gathering. All cases weretreated at university campusdispensary. 6 patients were treated at Manipal Hospital Tadepalli. Community awareness and healtheducation was given by the peripheralteam on safe drinking water and foodhabits, hygiene and sanitation."
Assam,Darrang,Food Poisoning,31.0,0.0,07-12-2025,08-12-2025,Under Surveillance,"Cases of loose motion, vomiting andabdominal pain were reported from Village Pakabangipara, Sub-District Sipajhar, District Darrang. District RRT investigated the outbreak. Caseshad consumed food at a marriagefunction. Cases were treated at BPHC Sipajhar. The affected age group was 3-35 years. All 5 stool samplescollected and sent to IPHL Darrang, tested negative for enteropathogens. Community awareness and healtheducation given by the peripheralteam on safe drinking water and foodhabits, hygiene and sanitation."
Assam,Sonitpur,Acute Diarrhoeal Disease,30.0,0.0,12-12-2025,12-12-2025,Under Surveillance,"Cases of loose motion and vomitingwere reported from Village Chirajuli Bagan Gaon, Sub-District Dhekiajuli (Pt), District Sonitpur. District RRT investigated the outbreak. House tohouse survey was done. Cases weretreated at Dhekiajuli TE hospital. Both children and adults wereaffected. 3 stool samples collectedand sent to DPHL Sonitpur, testednegative for enteropathogens. Chlorine tablets were distributed tothe households. Communityawareness and health education wasgiven by the peripheral team on safedrinking water, hygiene andsanitation."
Bihar,Purbi Champaran,Measles,5.0,0.0,08-12-2025,09-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Karariya (Ward No 13), Sub-District Kotwa, District Purbi Champaran. District RRT investigated the outbreak. Activesearch for fever cases was done. Allcases were treated symptomatically. Out of 5 serum samples collected andsent to AIIMS Patna, 2 samples testedpositive for Measles (IgM ELISA). Vitamin A solution was given tocases. Cases were in the age group 1-7 years. Community awareness andhealth education was given by theperipheral team on safe drinkingwater and food habits, hygiene andsanitation."
Chhattisgarh,Raipur,Suspected Typhoid,22.0,0.0,05-12-2025,08-12-2025,Under Surveillance,"Cases of fever with nausea, vomitingand fatigue were reported from Village Bhatgaon-1 (Bhatgaon), Sub-District/District Raipur. Medical teamfrom UPHC Bhatagaon investigatedthe outbreak. House to house surveywas done. The affected age group was 3-55 years. All 22 blood samplescollected and tested at UPHC-Bhatagaon from 1.12.2025 to 6.12.2025, tested positive for S. typhiby widal test. Chlorination of watersources was done. Communityawareness and health education givenby the peripheral team on safedrinking water, hygiene andsanitation."
Gujarat,Ahmadabad,Suspected Food Poisoning,341.0,0.0,10-12-2025,11-12-2025,Under Control,"Cases of loose motion, vomiting andabdominal pain were reported from Village Fatepura, Sub-District Tarapur, District Ahmadabad. Peoplehad consumed food at a marriagefunction. Symptomatic treatment wasgiven to cases. 67 patients weretreated at CHC Dholka. Both childrenand adults were affected. ORS packets were given to cases. All casesrecovered. 8 stool samples collected, tested negative for enteropathogens. Community awareness and healtheducation was given by the peripheralteam on safe drinking water and foodhabits, hygiene and sanitation."
Gujarat,Sabar Kantha,Hepatitis A & E,38.0,0.0,08-12-2025,09-12-2025,Under Surveillance,"Cases of nausea, abdominal pain, fever and fatigue were reported from Village/Sub-District Talod, District Sabar Kantha. District RRT investigated the outbreak. House tohouse survey was done. Cases weretreated at health facilities. Out of 31 blood samples collected, 6 samplestested positive for Hepatitis A and 1 sample for Hepatitis E (IgM ELISA). The affected age group was 7-44 years. Chlorination of water sourceswas done. Community awareness andhealth education given by theperipheral team on safe drinkingwater and food habits, hygiene andsanitation."
Haryana,Gurugram,Acute Diarrhoeal Disease,45.0,0.0,12-12-2025,12-12-2025,Under Surveillance,"Cases of loose motion and vomitingwere reported from Village Palra, Sub-District Sohna, District Gurugram. District RRT investigatedthe outbreak. House to house surveyas done. Cases were treated at a healthcamp organized in the locality. Medicine and ORS packets weregiven to cases. The affected age groupwas 18-70 years. 3 stool samplescollected, tested negative for choleraby culture. 2 water samples collected, were potable. Chlorine tablets weredistributed to the households. Community awareness and healtheducation given by the peripheralteam on safe drinking water, hygieneand sanitation."
Jammu and Kashmir,Baramulla,Hepatitis A,15.0,1.0,11-12-2025,11-12-2025,Under Surveillance,"Cases of nausea, vomiting, fatigue, fever and yellow colored urine werereported from Village Nowlari, Sub-District Pattan, District Baramulla. District RRT investigated theoutbreak. House to house survey wasdone. Cases were treated at CHC Pattan. The total population of theaffected village was 2,100. Theaffected age group was 6 - 20 years. Out of 15 blood samples collected andsent to DPHL IDSP Baramulla, 2 samples tested positive for Hepatitis A (IgM ELISA). In addition, 4 watersamples were collected and sent to DPHL IDSP Baramulla were unfit fordrinking purpose. Further, it wasreported that one patient from thesame village, a 7 years old male childdeveloped symptoms of vomiting, abdominal pain, and elevated liverenzymes, and was taken to the Children’s Hospital Srinagar on 30th November 2025 for further treatment. He died due to cardiopulmonaryarrest at the Children’s Hospital, Srinagar, on 9th December 2025. Chlorination tablets were distributedto the households. Health educationwas given regarding hand hygiene, safe drinking water practices andsanitation."
Jharkhand Jharkhand,Dumka East Singhbum,Chickenpox Chickenpox,14.0,0.0,07-12-2025 13-12-2025,08-12-2025 13-12-2025,Under Surveillance Under Surveillance,"Cases of fever with vesicular rashwere reported from Village Lakhikundi-1, Sub-District/District Dumka. District RRT investigated theoutbreak. House to house search forfever cases was done in the affectedarea. Cases were given symptomatictreatment. Vitamin A solution wasgiven to cases. Out of 7 blood samplescollected and sent to DPHL Dumka, 3 samples tested positive for V. zoster (IgM ELISA). Community awarenessand health education given by theperipheral team on isolation of cases, proper nutrition, hygiene andsanitation. Cases of fever with maculopapularrash. were reported from Village"
,,,,,,,,"Gurajor, Sub-District Ghatshila, District East Singhbhum. Ghatshila. District RRT investigated theoutbreak. Active search for fevercases was done in the affected area. Cases were treated symptomatically. Cases were in the age group 3-9 years. Community awareness and healtheducation given by the peripheralteam on isolation of cases, propernutrition, hygiene and sanitation."
Karnataka,Yadgir,Suspected Food Poisoning,37.0,0.0,11-12-2025,12-12-2025,Under Surveillance,"Cases of vomiting were reported from Village Gurmatkal (Rural), Sub-District Gurmatkal, District: Yadgir. District RRT investigated theoutbreak. Cases had consumed foodat BCM Girls Hostel. Cases weretreated at CHC Gurumatkal. Theaffected age group was 16-21 years. 3 patients were treated at YIMS Yadgir. 2 stool samples collected, showedgrowth of no enteropathogens. Out of 5 water samples collected, 4 sampleswere non-potable. Overhead tankswere cleaned. Chlorination of watersources was done. Communityawareness and health education wasgiven to students, teachers and schoolstaff by the peripheral team on safedrinking water and food habits, hygiene and sanitation."
Kerala,Ernakulam,Suspected Food Poisoning,30.0,0.0,07-12-2025,08-12-2025,Under Surveillance,"Cases of loose stools, nausea, andabdominal pain were reported from Div 14 St. Joseph Church Edakochi, Sub-District Kochi, District Ernakulam. District RRT investigatedthe outbreak. Both children and adultswere affected. All the cases hadconsumed food (biryani) at amarriage function. The cases had onlymild symptoms and recovered within 1 day. Community awareness andhealth education given by theperipheral team on safe drinkingwater and food habits, hygiene andsanitation."
Kerala,Kasaragod,Chickenpox,15.0,0.0,08-12-2025,08-12-2025,Under Surveillance,"Cases developing pustular lesionswere reported among students of Iriyanni School, Village Muliyar, Sub-District Kasaragod, District Kasaragod. District RRT investigatedthe outbreak. All cases were 15-year-old students who had a commonhistory of participating in a school-organised tour to Karnataka. Vesiclefluid and blood samples werecollected from a patient and sent to NIV, Alappuzha. Vesicle fluid testedpositive for Varicella zoster virus by PCR (skin lesion/scab specimen). Blood tested positive for Varicellazoster virus IgM antibodies by ELISA. Community awareness andhealth education given by theperipheral team on isolation of cases, spread of infection, hygiene andsanitation."
Kerala,Kottayam,Suspected Food Poisoning,21.0,0.0,09-12-2025,10-12-2025,Under Surveillance,"Cases of loose stool, fever, vomitingand abdominal pain were reportedfrom Wards 6, 11, 13 and 15, Village Thiruvarppu, Sub-District Kottayam, District Kottayam. District RRT investigated the outbreak. Theaffected age group was 5-41 years. The affected individuals hadconsumed chicken, beef and rice at arestaurant located in Kottayam Municipality. Cases were treated athealth facilities. All cases recovered. One water sample collected showedthe presence of Coliforms. Community awareness and healtheducation given by the peripheralteam on safe drinking water, foodhabits, hygiene and sanitation."
Kerala,Malappuram,Hepatitis A,19.0,0.0,05-12-2025,08-12-2025,Under Surveillance,"Cases of nausea, abdominal pain andfatigue were reported from MDI School Karulai, Sub-District Nilambur, District Malappuram. District RRT investigated theoutbreak. Cases were treated at healthfacilities. 2 serum samples collected, tested positive for Hepatitis A virus (IgM ELISA). Chlorination of watersources was done. Communityawareness and health education givenby the peripheral team on safedrinking water, food habits, hygieneand sanitation."
Kerala,Pathanamthitta,Hepatitis A,15.0,0.0,08-12-2025,10-12-2025,Under Surveillance,"Cases were reported from Ward 4, PRDS Colony, Village Eraviperoor, Sub-District Thiruvalla, District Pathanamthitta. District RRT investigated the outbreak. House tohouse survey was done. All caseswere treated. The affected age groupwas 10-54 years. 9 cases were testedat Medical College Hospital, Kottayam, and Regional Public Health Laboratory (RPHL), Kozhencherry, and were positive for HAV (IgM ELISA). Further, 4 caseswere tested at health facilities andwere positive by HAV(rapid cardtest). Super chlorination of watersources was done. Communityawareness and health education givenby the peripheral team on safedrinking water, food habits, hygieneand sanitation."
Kerala,Pathanamthitta,Hepatitis A,12.0,0.0,08-12-2025,08-12-2025,Under Surveillance,"Cases were reported from Ward 2, Village Cheneerkara, Sub-District Kozhenchery, District Pathanamthitta. District RRT investigated the outbreak. Theaffected group was 5-48 years. Bloodsamples of all 12 cases were tested at RPHL Kozhencherry and MCH Kottayam. All tested positive for Hepatitis A virus (IgM ELISA). 3 water samples were collected foranalysis and tested at the Regional Public Health Laboratory (RPHL), Kozhencherry, and Prisam Water Testing Laboratory, Kozhencherry. Laboratory analysis confirmed thepresence of Escherichia coli andcoliform bacteria in the watersamples. Community awareness andhealth education given by theperipheral team on safe drinkingwater, food habits, hygiene andsanitation."
Kerala,Thiruvananthapuram,Mpox (Clade l),1.0,0.0,14-12-2025,14-12-2025,Under Surveillance,"Case was reported from Sub-District: Varkala, District Thiruvananthapuram. District RRT investigated the outbreak. A 40-year-old male with a complaint of fever, headache, and rashes reached TVM International Airport Thiruvananthapuram on 09.12.2025 from Abudhabi UAE. The patient wasadmitted to MCH TVM on 13.12.2025 and tested positive for MPox on 14.12.2025 by PCR using NP swab, blister fluid, and serumsamples at MCH, Thiruvananthapuram. A sample wassent for clade typing on 18.12.2025, and NIV Pune reported Clade l. Thepatient was stable and tested negativefor Mpox on 27.12.2025. He wasdischarged on 28.12.2025. High-riskfamily contacts were traced. A request was sent to APHO to retrieveflight contacts, Identify high-riskcontacts and keep on surveillance for 21 days starting from 09.12.2025. Nosecondary case was reported from thisevent after a surveillance period ofthree weeks. Community awarenessand health education given by theperipheral team on isolation of cases, hygiene and sanitation."
Kerala,Thrissur,Chickenpox,19.0,0.0,06-12-2025,08-12-2025,Under Surveillance,"Cases of fever with rash werereported from Holy Grace School, Mala, District Thrissur. District RRT investigated the outbreak. Activesearch for fever cases was done in theaffected area. The affected age groupwas 4-37 years. Communityawareness and health education givenby the peripheral team on isolation ofcases, spread of infection, propernutrition, hygiene and sanitation."
Madhya Pradesh,Burhanpur,Chikungunya,61.0,0.0,09-12-2025,09-12-2025,Under Surveillance,"Cases of fever with joint pain werereported from Village Malvir, Sub-District/District Burhanpur. District RRT investigated the outbreak. House to house fever survey wasdone. The population of the affectedarea was 674. Cases were treated at PHC Phopnar. Out of 5 blood samplescollected and sent to GMC Khandwa, 3 samples tested positive for Chikungunya (IgM ELISA). Theaffected age group was 6-70 years. Anti-larval activities and fogging wasdone. Community awareness andhealth education given by theperipheral team on vector controlmeasures, hygiene and sanitation."
Madhya Pradesh,Chhatarpur,Cholera,11.0,5.0,08-12-2025,08-12-2025,Under Surveillance,"Cases of loose watery stools, nauseaand vomiting were reported from Gautam Resort, Urban area Khajuraho, Sub-District Rajnagar, District Chhatarpur. District RRT investigated the outbreak. Casesdeveloped symptoms after consumingfood at a resort. Cases were treated at District Hospital Chhatarpur. Theaffected age group was 18-65 years. 5 deaths were reported: 18-years-old-male died on 13.12.2025, 50 years-old-males on 08.12.2025 and 09.12.2025, 65-years-old-male on 23.12.2025, and a 35 years-old-female on 08.12.2025 with symptomsof severe dehydration and shock. Thevomitus of a deceased, 65-years oldmale tested positive for V. choleraeby culture. Community awarenessand health education given by theperipheral team on safe drinkingwater and food habits, hygiene andsanitation."
Madhya Pradesh,Rajgarh,Fever with Rash,8.0,0.0,12-12-2025,12-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Bani, Sub-District Sarangpur, District Rajgarh. District RRT investigated theoutbreak. House to house feversurvey was done. Cases were treatedat PHC Padana. The affected agegroup was 5-35 years. Communityawareness and health education givenby the peripheral team on isolation ofcases, proper nutrition, hygiene andsanitation."
Maharashtra,Dhule,Fever,14.0,1.0,07-12-2025,08-12-2025,Under Surveillance,"Cases of fever with chills werereported from Village Songir, Sub-District/District Dhule. 1 death wasreported in a 35-years-old-female on 29.11.2025. The deceased waspositive for malaria (Pf) by MPBS. District RRT investigated theoutbreak. House to house feversurvey was done. Cases were treatedat PHC Boris. The affected age groupwas 6-62 years. All 13 blood samplescollected, tested negative for malaria (Microscopy - Peripheral Blood Smear). Anti-larval activities andfogging was done by the peripheralteam. Community awareness andhealth education was given to theresidents on vector control measures, hygiene and sanitation."
Maharashtra,Nagpur,Japanese Encephalitis,1.0,0.0,12-12-2025,12-12-2025,Under Surveillance,"Cases of fever were reported from Manav Nagar, Nari Road, Sub-District Nagpur (Urban), District Nagpur. The index case was a 22-year- old male who reported positivefor JE at IGGMC, Nagpur on 11-12-2025. District RRT investigated theoutbreak. House to fever housesurvey was done. Cases were treatedat health facilities. .The affected agegroup was 3-74 years. Out of 20 Serum/CSF samples collected fromfever and viral encephalitis cases, 4 samples tested negative for Japanese Encephalitis (IgM ELISA) and 16 samples were invalid. Assessment forthe presence of reservoir host such aspigs, cattle, and poultry in the nearvicinity of suspected cases was doneby health staff. During theentomological investigation, the CI, BI, and HI indexes were checked. CI was 5, HI was 7, and BI was 8. Theobserved density of Culex mosquitoeswas 30, Aedes was 25. The preventivemeasure of vehicle-mounted foggingwas done 3 times after the interval of 24 hrs, along with indoor residualspraying. Subsequent declines in thevalues were observed afterrechecking of indexes. Publicawareness regarding diseasetransmission were done among thelocal population; especiallyhomemakers were targeted. No pigswere found in the vicinity of thesuspected cases. Communityawareness and health education givenby the peripheral team on vectorcontrol measures, hygiene andsanitation."
Odisha,Bhadrak,Measles,33.0,0.0,10-12-2025,10-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Susua Bhaktibrahmapur, Sub-District Bhadrak Rural, District Bhadrak. District RRT investigated theoutbreak. House to house feversurvey was done. Cases were treatedsymptomatically. The affected agegroup was 3-11 years. Out of 9 bloodsamples collected, 8 samples testedpositive for Measles (IgM ELISA). Community awareness and healtheducation was given by the peripheralteam on isolation of cases, maintaining proper hydration, hygiene and sanitation."
Odisha,Ganjam,Acute Gastroenteritis,12.0,0.0,08-12-2025,09-12-2025,Under Surveillance,"Cases of loose motion and vomitingwere reported from Village Patalasingi, Sub-District Polasara, District Ganjam. District RRT investigated the outbreak. Theaffected cases were of particular 3-4 families who consumed food in afeast. Cases were treated at CHC Polasara. 3 patients were treated at MKCG MCH. 4 water samples werecollected from the affected housesand sent to DPHL Ganjam were non-potable. The affected age group was 6-59 years. Community awarenessand health education given by theperipheral team on safe drinkingwater and food habits, hygiene andsanitation."
Odisha,Koraput,Suspected Food Poisoning,57.0,0.0,07-12-2025,08-12-2025,Under Surveillance,"Cases of loose motion, vomiting, nausea and abdominal pain werereported from l Eklavya Model Residential School (EMRS, Village Konga, Sub-District Jeypore, District Koraput. Block RRT investigated theoutbreak. Cases were students whodeveloped symptoms 4-5 hours afterconsuming milk cake in eveningsnacks and food (Rice, Dal & Potatofry) at hostel mess in dinner. All thestudents were treated at CHC Rabanaguda and discharged on thesame night. Cases were in the agegroup of 11 to 16 years. Communityawareness and health education givenby the peripheral team on safe foodhabits, hygiene and sanitation."
Odisha,Sundargarh,Chickenpox,15.0,0.0,09-12-2025,10-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Tersa, Sub-District Hatibari, District Sundargarh. District RRT investigated theoutbreak. Active search for fevercases was done in the locality. Allcases were treated symptomatically. The affected age group was 2-36 years. Community awareness andhealth education was given by theperipheral team on isolation of cases, maintaining proper hydration, hygiene and sanitation."
Tamil Nadu,Coimbatore,Chickenpox,15.0,0.0,11-12-2025,11-12-2025,Under Surveillance,"Cases of fever with rash werereported from Government Middle School, Ashok Nagar East, Sub-District Coimbatore North, District Coimbatore. District RRT investigated the outbreak. Activesearch for fever cases was done in thelocality. Cases were treatedsymptomatically at a medical campestablished in the school premises. The school principal was advised toidentify students with fever andblisters and send them for 7 days ofhome isolation. The affected agegroup was 3-34 years. 2 bloodsamples collected, tested positive for V. zoster (IgM ELISA). Communityawareness and health education wasgiven by the peripheral team onisolation of cases, maintaining properhydration, hygiene and sanitation."
Tamil Nadu,Pudukkottai,Suspected Food Poisoning,10.0,0.0,10-12-2025,10-12-2025,Under Surveillance,"Cases of loose motion, vomiting andabdominal pain were reported from Village Kanakkanpatti, Sub-District/District Pudukkottai. District RRT investigated the outbreak. Caseswere students of Kanakkanpattipanchayat union school anddeveloped symptoms 4-5 hours afterconsuming food (lunch) at the school. All cases were treated at Pudukkottai Medical College hospital andrecovered. Community awarenessand health education was given by theperipheral team on safe food habits, hygiene and sanitation."
Tamil Nadu,Tirunelveli,Hepatitis A & E,10.0,0.0,10-12-2025,11-12-2025,Under Surveillance,"Cases of fever, nausea, yellowishdiscoloration of urine and sclera werereported from Village Melauppurani, Sub-District Cheranmahadevi, District Tirunelveli. District RRT investigated the outbreak. House tohouse survey was done. Cases werestudents of Melauppurani Panchayat Middle School. Cases were treated at PHC Karisalpatti. Out of 10 blood samples collected, 6 samples tested positive for Hepatitis A and 1 sample for Hepatitis E (IgM ELISA). Out of 7 water samplescollected, 4 samples tested positivefor E. coli. and C. perfringens. Chlorination of water sources wasdone. Community awareness andhealth education given by theperipheral team on safe drinkingwater and safe food habits, hygieneand sanitation."
Tamil Nadu,Tirupathur,Chickenpox,41.0,0.0,10-12-2025,12-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Pasilikuttai, Sub-District/District Tirupathur. District RRT investigated theoutbreak. Active search for fevercases was done in the locality. Caseswere students at Govt. High School Pasilikutta. Cases were treatedsymptomatically. The affected agegroup was 4-14 years. Out of 5 bloodsamples collected, 2 samples testedpositive for V. zoster (IgM ELISA). Community awareness and healtheducation given by the peripheralteam on isolation of cases, maintainproper hydration, hygiene andsanitation."
Tamil Nadu Name of State-UT,Tirupathur Name of District,Mumps,10.0,0.0,11-12-2025 Date of Outbreak,12-12-2025,Under Surveillance Current Status,"Cases of fever with parotid glandswelling were reported from Village Madhakadupu, Sub-District Ambur, District Tirupathur. District RRT investigated the outbreak. Activesearch for fever cases was done in thelocality. The affected age group was 3-35 years. Cases were treated at UPHC Ambur. All 4 serum samplescollected and sent to King Institute, Guindy, tested positive for Mumpsvirus (IgM ELISA). Communityawareness and health education givenby the peripheral team on isolation ofcases, maintain proper hydration, hygiene and sanitation."
Kerala,Kollam,Chickenpox,22.0,0.0,12-11-2025,,Under Surveillance,"Cases of fever, headache, malaise, vesicular rashes, mild throat pain andbodyache were reported among studentsfrom Government HSS Vallikeezhu School and Brilliance Tuition Centre, Shakthikulangara, District Kollam. District RRT investigated the outbreak. Allcases were treated symptomatically. Community awareness and healtheducation given by the peripheral team onisolation of cases, spread of infection, hygiene and sanitation."
