state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Assam,Darrang,Suspected Food Poisoning,53,0,21-06-2025,21-06-2025,Under Surveillance,"kerabari, Sub-District Mangaldoi (Pt), District Darrang. Cases presented with loose stools and vomiting. Rectal swab and 1 water sample were tested. Rectal swab did not show growth of any pathogenic organism. Water sample found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. All the cases developed the symptoms after attending a birthday party. Community awareness and health education given by peripheral team on hygiene and sanitation."
Assam,Dibrugarh,Suspected Food Poisoning (Salmonella),39,0,20-06-2025,20-06-2025,Under Control,"no. 3, under Joriguri Subcentre, Sub-District Moran, District Dibrugarh. Cases presented with loose stools, fever, headache and vomiting. 2 Rectal swabs and 1 water sample were collected and sent to AMCH, Dibrugarh. Rectal swab found positive for Salmonella. Water sample found unfit for potable. District RRT investigated the outbreak. Cases treated symptomatically. All the cases developed the symptoms after having food in a social gathering on 19-06- 2025. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Dholai"
Assam,Hailakandi,Fever with Rash,27,0,18-06-2025,18-06-2025,Under Surveillance,"Molai, Sub-District Katlichara, District Hailakandi. Cases presented with fever with rash. 27 blood samples were collected and sent to GMCH, Guwahati. All the samples found negative for measles. District RRT investigated the outbreak. Age group of the affected cases was 1-15 years. Cases treated symptomatically. All the cases were vaccinated. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Villages"
Assam,Jorhat,Chickenpox,7,0,20-06-2025,20-06-2025,Under Control,"Buragaon & Molia Gaon, Sub-District Titabor, District Jorhat. Cases presented with fever with rash. 10 blood samples were collected and sent to JMCH. 7 samples found positive for the Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Chhattisgar h,Balod,Acute Diarrheal Disease,55,0,20-06-2025,21-06-2025,Under Surveillance,"Sub-District Balod, District Balod. Cases presented with loose motion and vomiting. 4 stool samples and 21 water samples were collected and sent to Medical College Rajnandgaon. Stool samples did not show growth of any pathogenic organism. 5 water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village Tarrighat,"
Chhattisgar h,Durg,Cholera,28,0,17-06-2025,17-06-2025,Under Surveillance,"Sub-District Patan, District Durg. Cases presented with loose motion and vomiting. 7 stool samples and 4 water samples were collected and sent to Hamar lab Raipur and PHE Department respectively. 2 Stool samples came positive for Vibrio Cholerae. Water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village Lamkeni,"
Chhattisgar h,Raipur,Acute Diarrheal Disease,41,0,17-06-2025,17-06-2025,Under Surveillance,"Sub-District Abhanpur, District Raipur. Cases presented with loose motion and vomiting. 2 stool samples were collected and sent to Hamar Lab, Raipur. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Gujarat,Patan,Acute Diarrheal Disease,11,0,18-06-2025,18-06-2025,Under Control,"Sub-District Patan, District Patan. Cases presented with loose motion and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village Asoj,"
Gujarat,Vadodara,Acute Diarrheal Disease,44,0,17-06-2025,17-06-2025,Under Control,"Sub-District Vaghodia, District Vadodara. Cases presented with loose motion and vomiting. 1 stool sample and 4 water samples were collected and sent to SSG Vadodara Hospital. It was tested negative for Cholera on culture. All the water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Sub-District"
Jharkhand,Dhanbad,Hepatitis A,24,0,18-06-2025,20-06-2025,Under Surveillance,"Dhanbad-Cum-Kenduadih-Cum-Jagata, District Dhanbad. Cases presented with Jaundice. 6 blood samples were collected and sent to SNNMCH, Dhanbad. All samples tested positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases were 1-21 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Jharkhand,Giridih,Chickenpox,,5,0 20-05-2025,Under Surveillance,District Giridih. Cases presented with fever with rash. 5 blood samples were collected and sent to samples found positive for the Varicella Zoster IgM by ELISA District symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Govindpur,"RIMS, Ranchi. All the RRT investigated the outbreak. Cases treated Maniha, Sub-"
Jharkhand,Gumla,Chickenpox,6,0,11-06-2025,21-06-2025,Under Control,"Sub-District Gumla, District Gumla. Cases presented with fever with rash. 12 blood samples were collected and sent to RIMS, Ranchi. 5 samples found positive for the Varicella Zoster IgM by ELISA District RRT investigated the outbreak. Age group of the affected cases were 6-26 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Villages Amidha,"
Jharkhand,Latehar,Paratyphoid,27,0,19-06-2025,19-06-2025,Under Surveillance,"Kutmu and Luhur Sub-District Barwadih, District Latehar. Cases were found during routine fever surveillance after receiving the news of typhoid case in the village. 25 blood tested positive for Salmonella paratyphi A by RDT kits and Widal test. District RRT investigated the outbreak. Affected cases were from all age groups. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Ernakulam,Hepatitis A,16,0,18-06-2025,22-06-2025,Under Surveillance,"Eramalloor (CT), Sub-District Kothamangalam, District Ernakulam. Cases presented with symptoms of Yellowish coloration of the eyes, fever, myalgias, loose stools and vomiting. 6 blood samples and 1 water sample were collected and sent to RPH Lab Ernakulam. All the blood samples found Hepatitis A positive by ELISA. Water samples found unfit for potable purpose. District RRT investigated the outbreak. The main cause of outbreak is contaminated well water supply. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Ernakulam,Dengue,24,0,16-06-2025,22-06-2025,Under Surveillance,"(CT), Sub-District Kunnathunad, District Ernakulam. Cases presented with fever with bodyache. 4 blood samples were collected and sent to RPH Lab Ernakulam. All the samples found positive for Dengue IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Cases were reported from Village Kadung"
Kerala,Ernakulam,Hepatitis A,30,0,17-06-2025,18-06-2025,Under Surveillance,"alloor (CT), Sub-District Paravur, District Ernakulam. Cases presented with fever, jaundice, general weakness. 3 blood samples found positive for Hepatitis A IgM by ELISA from RPHL Ernakulam. One water sample found unfit for potable purpose tested at RPHL lab. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Ward 8 and 12"
Kerala,Ernakulam,Dengue,28,0,16-06-2025,18-06-2025,Under Surveillance,"of Kizhakkambalam Gramapanchayath Sub- District Kunnathunad, District Ernakulam. Cases presented with fever with bodyache. 4 blood samples were collected and sent to RPH Lab Ernakulam. All the samples found positive for Dengue IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Kerala,Kozhikode,Hepatitis A,23,0,21-06-2025,21-06-2025,Under Surveillance,"Islamic Academy and its affiliated madrassa, Chorode. Village Kayakkodi, Edacheri (CT) & Chorode (CT) Sub-District Vatakara, District Kozhikode. Cases presented with fever, headache, vomiting and abdominal pain. 1 blood sample found positive for Hepatitis A IgM by ELISA from RPHL Ernakulam. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from AMLP School,"
Kerala,Malappura m,Food Poisoning,54,0,13-06-2025,17-06-2025,Under Surveillance,"Sub-District Tirur, District Malappuram. Cases presented with loose stools and vomiting. 2 Water samples were found unfit for potable purpose (E. coli detected). District RRT investigated the outbreak. All the cases developed the symptoms after having food in school. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation"
Kerala,Palakkad,Chickenpox,28,0,16-06-2025,16-06-2025,Under Control,"Cases were reported from Village Malampuzha-I, Kollengode-I & Pallassana, Sub-District Palakkad, District Palakkad. Cases presented with fever with maculo- papular rash. All the cases are diagnosed clinically. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Pathanamt hitta,Food Poisoning,71,0,20-06-2025,21-06-2025,Under Control,"Cases were reported from Pushpagiri Medicity (Dental College),Perumthuruthi, ward 6. Village Peringara, Sub-District Thiruvalla, District Pathanamthitta. Cases presented with abdominal pain, pain abdomen, and vomiting. Water sample found fit for potable purpose. District RRT investigated the outbreak. All the cases developed the symptoms after having food in canteen. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Thrissur,Hepatitis A,13,0,20-06-2025,22-06-2025,Under Surveillance,"Cases were reported from Village Varandarappilly, Sub-District Chalakkudy, District Thrissur. Cases presented with fever, tiredness. 2 blood samples found positive for Hepatitis A IgM by ELISA District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Mulati urban"
Karnataka,Belagavi,Food Poisoning,23,0,16-06-2025,16-06-2025,Under Control,"Cases were reported from a Training School, Khanapur, Village Bacholi, Ashok Nagar & Amboli, Sub-District Khanapur, District Belagavi. Cases presented with symptoms of abdominal pain, vomiting, and diarrhea, following consumption of street food and contaminated water. The affected age group was 35-40 years. Cases were admitted to General Hospital, Khanapur. Two stool sample and two water samples were collected & tested at BIMS Microbiology Department. Stool samples showed normal commensals on culture. One water sample was found unfit for consumption. District RRT investigated the outbreak. Purified drinking water was supplied, health education and IEC activities for the affected population, and active surveillance was done. Cases were reported from a school in"
Karnataka,Kalaburagi,Leptospirosi s,20,0,21-06-2025,21-06-2025,Under Surveillance,"Village Korwar, Sub-District Kalagi, District Kalaburagi. Cases presented with fever. Total 18 blood samples were collected & tested at DPHL Kalaburagi, out of these, 8 samples tested positive for Leptospirosis (IgM by ELISA). District RRT investigated the outbreak. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Aedes mosquito breeding and larvae were observed during inspection. IEC on personal hygiene and mosquito net usage, fever screening."
Karnataka,Kolar,Malaria,6,0,20-06-2025,20-06-2025,Under Surveillance,"Cases were reported from Village Annehalli, PHC Annehalli, Taluk Kolar, District Kolar. Cases presented with fever. A total of 107 blood smears were collected from suspected cases & tested at Annehalli PHC, out of which 6 tested positive for Malaria (Plasmodium falciparum). All patients were referred to SNR District Hospital, Kolar, for treatment. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Karnataka,Koppal,Dengue,52,0,16-06-2025,18-06-2025,Under Surveillance,"Cases were reported from Village Killarahatti Thanda, PHC Mudenur, Taluk Kushtagi, District Koppal. Cases presented with symptoms of fever, headache, and myalgia. The affected age group was 11-20 years, with an equal gender distribution. Total 17 blood samples were sent for testing, out of which three were positive for Dengue NS1 Ag by ELISA & Rapid NS1. Total 43 blood smears were also examined; all were negative for Malaria. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Karnataka,Vijayanaga r,Acute Diarrheal Disease,140,0,16-06-2025,17-06-2025,Under Surveillance,"15th June 2025 in Bhovi Colony, M.M. Wada, Hadagalli Taluk, Vijayanagar District, Karnataka, in a population of approximately 840 people across 178 households. The suspected source was a contaminated common bore well in a slum area with poor sanitation, open defecation, and stagnant wastewater due to recent rains. A total of 140 cases were reported, with five stool samples confirming the presence of Vibrio cholerae O1 out of a total of 10 stool samples sent to VIMS, Ballari. All affected individuals received treatment including ORS, zinc, and medications, while severe cases were referred to higher health facilities with ambulance support.Health education activities were carried out to promote hand hygiene, safe drinking water, and awareness about open defecation. Cases were reported from Village"
Maharashtr a,Chandrapu r,Acute Diarrheal Disease,48,0,14-06-2025,17-06-2025,Under Control,"Nawegaon Bhuj, Sub-District Mul, District Chandrapur. Cases presented with loose stools, pain abdomen and vomiting. 4 stool samples and 18 water samples were collected and sent to DPHL Chandrapur. Stool samples did not show growth of any pathogenic organism, water samples found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Sub-District"
Madhya Pradesh,Betul,Hepatitis A,13,0,19-06-2025,20-06-2025,Under Surveillance,"area, Sub-District Multai, District Betul. Cases presented with fever and jaundice. Total 4 blood samples and 3 water samples were collected and sent to AIIMS, Bhopal and JP Hospital Bhopal respectively. 2 samples found positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation"
Madhya Pradesh,Shivpuri,Suspected Food Poisoning,20,0,19-06-2025,19-06-2025,Under Control,"Sub-District Karera, District Shivpuri. Cases presented with loose stools, pain abdomen and vomiting. District RRT investigated the outbreak. All the cases developed the symptoms after having food in a social gathering. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Mizoram,Kolasib,Suspected Typhoid,38,0,19-06-2025,20-06-2025,Under Surveillance,"Bilkhawthlir, District Kolasib. Cases are presented with Cough with fever. 38 samples tested positive for Salmonella typhi by RDT kits. Seven water samples found unfit for potable purpose. Cases treated accordingly. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha,Anugul,Acute Diarrheal Disease,43,0,22-06-2025,22-06-2025,Under Control,"Sub-District Athmallik, District Anugul. Cases presented with loose stools, nausea and vomiting. 9 rectal swabs and 6 water samples were collected and sent to DPHL Anugul. Rectal swabs did not show any growth of any pathogenic organism and water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Bhalutal,"
Odisha,Bargarh,Suspected Food Poisoning,14,0,19-06-2025,19-06-2025,Under Control,"Sub-District Ambabhona, District Bargarh. Cases presented with loose stools, nausea and vomiting. 3 rectal swabs and 3 water samples were collected and sent to DPHL Bargarh. Rectal swabs did not show any growth of any pathogenic organism and water samples found fit for potable purpose. District RRT investigated the outbreak. All the case developed the symptoms after having food in family function. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Pingala"
Odisha,Boudh,Hepatitis A,18,0,21-06-2025,22-06-2025,Under Surveillance,"beda, Sub-District Baunsuni, District Boudh. Cases presented with fever, fatigue, and jaundice. 80 blood samples and 2 water samples were collected and sent to DPHL. 18 samples found positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha,Puri,Acute Diarrheal Disease,31,0,16-06-2025,16-06-2025,Under Control,"Astaranga, Sundar, Patasun darpur & Jharling, Sub-District Astaranga, District Puri. Cases presented with loose stools, nausea and vomiting. 1 rectal swab and 4 water samples were collected and sent to DPHL Puri. Rectal swabs did not show any growth of any pathogenic organism and water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Amiti,"
Odisha,Rayagada,Un Differentiate d Fever,108,0,21-06-2025,21-06-2025,Under Surveillance,"District Rayagada. Cases presented with fever. 108 blood samples found negative for Malaria by RDT kits tested at DPHL Rayagada. District RRT investigated the outbreak. Age group of the affected cases were 15-44 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Cases were reported from Sub-District"
Tamil Nadu,Cuddalore,Suspected Food Poisoning,81,0,20-06-2025,21-06-2025,Under Control,"Kurinjipadi, District Cuddalore. Cases presented with Nausea, vomiting and pain abdomen. District RRT investigated the outbreak. All the cases developed the symptoms after having breakfast at Neyveli Lignite Corporation (NLC) stadium on Yoga day. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Tamil Nadu,Vellore,Acute Diarrheal Disease,12,0,18-06-2025,18-06-2025,Under Surveillance,"palayam, Sub-District Vellore, District Vellore. Cases presented with loose stools and vomiting. 7 water samples were collected and sent to DPHL Vellore and King Institute, Guindy. 5 water samples found unfit for potable purpose (Faecal coli detected). District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Paikpara,"
Uttar Pradesh,"Jaunpur th March, 2020. The States have been reporting the COVID-19 cases and deaths on a real-time basis and the same was being updated on the website of",Chickenpox,COVID-19 STATUS,11,0 06-05-2025,Under Control,"District Jaunpur, District Jaunpur. Cases presented with fever with maculo-papular rash. 3 blister swabs were collected and sent to IMS BHU Varanasi. for the Varicella Zoster outbreak. Age group of the affected cases was Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation.",All the samples found positive PCR. District RRT investigated the 9-53 years.
West Bengal,Birbhum,Acute Diarrheal Disease,33,0,16-06-2025,16-06-2025,Under Control,"Sub-District Nalhati-I, District Birbhum. Cases presented with loose stools and vomiting. One rectal swab and water samples were collected and sent to GMCH Rampurhat and PHE department. Rectal swab found sterile on culture. One water sample found unfit for potable purpose District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Dhagra,"
West Bengal,Purulia DISEASE OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE,Acute Diarrheal Disease,20,0,18-06-2025,18-06-2025,Under Control,"Sub-District Hura, District Purulia. Cases presented with loose stools and vomiting. One rectal swab and water samples were tested. Rectal swab did not show growth of any pathogenic organism. One water sample found unfit for potable purpose District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Andhra Pradesh,Eluru,Acute Diarrheal Disease,11,0,01-02-2025,Under Control,"Pedapadu, District Eluru. Cases presented with loose motion and vomiting. treated symptomatically. education given by peripheral team on hygiene and sanitation. Cases were reported from all the 5 BPHCs in Dhemaji district.",District RRT investigated the outbreak. Cases Community awareness and health
Arunachal Pradesh,Lohit,Acute Diarrheal Disease,27,0,30-06-2025,30-06-2025,Under Control,"Kendra Vidyalaya, Sunpura, Sub-District Sunpura Circle, District Lohit. Cases presented with loose motion, vomiting and pain abdomen. 2 blood samples were collected and sent to RMRC-ICMR, Dibrugarh. One sample tested positive for E.Coli (Shiga Toxin Producing E.Coli, STEC) by RT-PCR. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Assam,Dhemaji,Japanese Encephalitis,,12 3,01-04-2025,Under Surveillance,"Cases presented with fever, headache, body pain and altered sensorium. were collected and tested at AMCH, DCH Dhemaji, and a private lab. investigated Community peripheral female, 15-year-old female and a 5-year-old male expired due to illness on 30 repectively.","A total of 30 CSF samples and 2 serum samples 12 samples found positive for JE. District RRT the outbreak. Cases treated at hospital. awareness and health education given by team on hygiene and sanitation. A 3-year-old th th th June, 2025, 9 July, 2025 and 12 July, 2025"
Assam,Dibrugarh,Suspected Food Poisoning,123,0,29-06-2025,30-06-2025,Under Control,"Lukhura khania, Sub-District Chabua, District Dibrugarh. Cases presented with pain abdomen, loose stools and vomiting. 3 rectal swabs and 2 water samples were collected and sent to AMCH Dibrugarh. Rectal swabs did not show growth of any pathogenic organism, water samples found unfit for potable purpose District RRT investigated the outbreak. All the cases developed the symptoms after having food at a social gathering. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Bihar th,"Supaul March, 2020. The States have been reporting the COVID-19 cases and deaths on a real-time basis and the same was being updated on the website of",Suspected Food Poisoning,COVID-19 STATUS,6 0,28-01-2025,Under Surveillance,"Chhatapur presented with vomiting and diarrhea after consumption of food at school. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. ORS was distributed.","Sub-District Chhatapur, District Supaul. Cases"
Bihar,Vaishali,Acute Diarrheal Disease,20,0,01-07-2025,01-07-2025,Under Surveillance,"Lawapur Harnarayan, Sub-District Mahnar, District Vaishali. Cases presented with loose stools and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation"
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,17,0,29-06-2025,30-06-2025,Under Control,"Cases were reported from Village Raseda, Sub-District Baloda Bazar, District Baloda Bazar. Cases presented with diarrhea and vomiting. All the cases were diagnosed clinically. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Chhattisgarh,Bemetara,Measles,5,0,04-07-2025,04-07-2025,Under Surveillance,"Gunarhod, Sub-District Bemetara, District Bemetara. Cases presented with fever with rash. 5 blood samples were collected and sent to NIRTH Jabalpur. All the samples found positive for Measles IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was less than 6 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. Cases were reported from Village Hardi,"
Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,15,0,03-07-2025,04-07-2025,Under Control,"Sub-District Akaltara, District Janjgir- Champa. Cases presented with diarrhea and vomiting. 3 stool samples were collected and sent to district hospital. Samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Acute Diarrheal Disease,11,0,04-07-2025,04-07-2025,Under Surveillance,"Cases were reported from Satish Bhai ki Chawl, Village Athola & Athal, Sub- District Dadra & Nagar Haveli, District Dadra And Nagar Haveli. Cases presented with loose stools and vomiting. 10 water samples were collected and sent to Namo Medical College, Silvasa. Six water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Goa,North Goa,Acute Diarrheal Disease (Shigellosis),91,0,29-06-2025,02-07-2025,Under Surveillance,"Bicholim, District North Goa. Cases presented with loose stools and vomiting. 7 Stool samples and 2 water samples were collected and sent to North Goa District lab and DHS. 2 Stool samples showed growth of Shigella, and water sample found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education were given by the peripheral team on control measures, hygiene, and sanitation. Cases were reported from Village Vasco,"
Goa,South Goa,Typhoid,22,0,28-06-2025,05-07-2025,Under Surveillance,"Sub-District Mormugao, District South Goa. Cases presented with fever, chills, bodyache. A total of 4 blood samples tested positive for Salmonella typhi by Blood culture. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from GLRS School,"
Gujarat,Dohad,Suspected Food Poisoning,90,0,03-07-2025,03-07-2025,Under Surveillance,"Mandor Sub-District Limkheda, District Dohad. Cases presented with nausea, vomiting, pain abdomen and dizziness. 1 water sample and 3 food samples were collected and sent District lab GWSSB Dahod and Food & Drug lab Vadodara respectively. Result is awaited. District RRT investigated the outbreak. All the cases developed the symptoms after having food in a school camp. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation"
Jharkhand,Dhanbad,Acute Diarrheal Disease,15,0,02-07-2025,02-07-2025,Under Surveillance,"Village Jolhadih, Sub-District Nirsa, District Dhanbad. Cases presented with vomiting and loose stools. 7 water samples were collected and sent to District testing lab. Water sample found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Jharkhand,Dumka,Chickenpox,9,0,01-07-2025,02-07-2025,Under Surveillance,"Haroraydih, Sub-District Masalia, District Dumka. Cases presented with fever with rash. 5 blood samples were collected and sent to RIMS Ranchi. 4 samples found positive for the Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 6-32 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
Jharkhand,Sahebganj,Acute Diarrheal Disease,13,0,02-07-2025,03-07-2025,Under Control,"Sub-District Barharwa, District Sahebganj. Cases presented with vomiting and loose stools. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Chatra,"
Jharkhand,Sahebganj,Malaria,10,0,01-07-2025,01-07-2025,Under Control,"Sub-District Mandro, District Sahebganj. Cases presented with fever with chills. A total of 10 samples found positive for malaria (Plasmodium falciparum) by RDT. District RRT investigated the outbreak. Cases treated with anti-malarial and other supportive measures. Community awareness and health education given by peripheral team on vector control measures, hygiene, and sanitation. Cases were reported from Village Bandu,"
Jharkhand,Saraikela Kharsawan,Acute Diarrheal Disease,18,0,03-07-2025,04-07-2025,Under Surveillance,"Sub-District Ichagarh, District Saraikela Kharsawan. Cases presented with vomiting and loose stools. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Chota"
Jharkhand,Saraikela Kharsawan,Acute Diarrheal Disease,26,0,30-06-2025,02-07-2025,Under Surveillance,"Amra, Sub-District Ichagarh, District Saraikela Kharsawan. Cases presented with vomiting and loose stools. Water samples collected and sent to MGM Medical College Hospital. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Jammu and Kashmir,Badgam,Hepatitis A,10,0,01-07-2025,01-07-2025,Under Control,"Cases were reported from Village Ompora, Sub-District Budgam, District Badgam. Cases presented with symptoms of fever, fatigue and jaundice. 10 blood samples and 4 water samples were collected and sent to DPHL Budgam. 2 blood samples found positive for Hepatitis A by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Kashidh Tola,"
Kerala,Ernakulam,Suspected Food Poisoning,56,0,03-07-2025,04-07-2025,Under Surveillance,"Cases were reported from Sub-District Kanayannur, District Ernakulam. Cases presented with loose stools, pain abdomen and vomiting. 3 water samples were collected and sent for testing. One water sample found unfit for potable purpose. District RRT investigated the outbreak. All the cases developed the symptoms after having food in a social gathering on 26.06.2025. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation Cases were reported from Village Velom,"
Kerala,Kozhikode,Hepatitis A,108,0,01-07-2025,01-07-2025,Under Surveillance,"Sub-District Vatakara, District Kozhikode. Cases presented with symptoms of jaundice. 4 blood samples tested positive for Hepatitis A by ELISA, District RRT investigated the outbreak. All the cases attended a marriage function on 03.07.2025. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Case was reported from Village"
Kerala,Palakkad,Nipah Virus,1,0,03-07-2025,05-07-2025,Under Surveillance,"Thachanattukara, District Palakkad. A 38- year-old female presented with fever, vomiting. Blood sample found positive for NIPAH by RT-PCR at KKD VRDL and NIV, Pune. District RRT investigated the outbreak. Case is getting treatment in the hospital. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Kerala,Palakkad,Jaundice,16,0,01-07-2025,02-07-2025,Under Surveillance,"Thiruvegapura, Sub-District Pattambi, District Palakkad. Cases presented with symptoms of jaundice. 5 serum samples were collected and sent for testing. All the samples found negative for HAV IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Palakkad,Acute Diarrheal Disease,34,0,01-07-2025,01-07-2025,Under Control,"Cases were reported from Village Vandazhi-II, Sub-District Alathur, District Palakkad. Cases presented with loose stools and vomiting. 2 stool samples and 2 water samples were collected and sent to IPHL. Rectal swabs did not show growth of any pathogenic organism and both water samples found unfit for potable purpose (Coliforms detected). District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
